Year,Player,Place,r1,r2,r3,r4,Tot,TP,Money,1,2,3,4,Hit,Rank,Yards,Rank2,Hit3,Rank4,Avg,Tot5,Rank6,p3s,p4s,p5s,Egls,Brds,Pars,Bgys,Otrs
2011,Bill Lunde,39,71,71,69,73,284,4,30250,36,39,30,39,30,40,294.4,35,48,26,29.8,119,29,1,4,-1,1,10,46,14,0
2011,Ian Poulter,39,74,68,70,72,284,4,30250,93,39,37,39,29,49,287.1,55,48,26,31,124,58,0,8,-4,0,14,41,16,0
2011,K.J. Choi,39,70,73,69,72,284,4,30250,23,53,37,39,36,14,282.6,69,49,18,31,124,58,4,0,0,1,9,48,13,0
2011,Johan Edfors,39,71,70,73,70,284,4,30250,36,26,50,39,30,40,293.1,40,47,39,30,120,35,5,3,-4,0,12,46,12,0
2011,Brandt Jobe,45,68,69,73,75,285,5,21500,5,7,20,45,38,6,310.9,9,48,26,31,124,58,4,3,-2,1,5,55,10,0
2010,Martin Kaymer,1,72,68,67,70,277,-11,1350000,44,15,4,1,35,49,285.9,32,52,6,28.5,114,24,-4,-1,-6,1,15,50,6,0
2010,Bubba Watson,2,68,71,70,68,277,-11,810000,2,5,11,1,28,67,327.3,1,50,16,28.5,114,24,2,-4,-9,1,18,44,9,0
2010,Zach Johnson,3,69,70,69,70,278,-10,435000,6,5,7,3,46,2,279.4,55,49,24,27.5,110,7,-2,-4,-4,0,17,48,7,0
2010,Rory McIlroy,3,71,68,67,72,278,-10,435000,22,5,2,3,36,37,305.3,6,48,30,27,108,4,-2,-4,-4,0,20,44,6,0
2010,Steve Elkington,5,71,70,67,71,279,-9,270833,22,21,7,5,41,15,295.9,15,51,9,28.5,114,24,-2,-1,-6,0,15,51,6,0
2010,Jason Dufner,5,73,66,69,71,279,-9,270833,62,5,7,5,45,4,280.6,54,51,9,28.3,113,17,-1,-2,-6,0,18,45,9,0
2010,Dustin Johnson,5,71,68,67,73,279,-9,270833,22,5,2,5,27,68,310.3,3,50,16,28.5,114,24,2,0,-11,1,16,48,6,0
2010,Liang Wen-Chong,8,72,71,64,73,280,-8,210000,44,40,4,8,36,37,286.1,31,51,9,27.8,111,11,-2,3,-9,0,19,43,9,0
2010,Camilo Villegas,8,71,71,70,68,280,-8,210000,22,27,19,8,37,34,282.3,50,49,24,28,112,15,-1,0,-7,1,20,39,10,0
2010,Matt Kuchar,10,67,69,73,72,281,-7,175800,1,1,11,10,46,2,289.1,26,51,9,29,116,36,-1,0,-6,1,11,54,6,0
2010,Jason Day,10,69,72,66,74,281,-7,175800,6,21,4,10,36,37,303,8,51,9,28.8,115,31,0,-1,-6,0,18,44,9,0
2010,Phil Mickelson,12,73,69,73,67,282,-6,138050,62,27,48,12,32,61,296.9,12,43,61,26.8,107,1,-2,2,-6,1,17,42,11,0
2010,Bryce Molder,12,72,67,70,73,282,-6,138050,44,5,11,12,36,37,283.5,44,48,30,27.5,110,7,0,-3,-3,0,17,46,7,0
2010,Simon Dyson,12,71,71,68,72,282,-6,138050,22,27,14,12,41,15,274.5,62,53,4,29.8,119,51,0,-1,-5,0,15,48,9,0
2010,Paul Casey,12,72,71,70,69,282,-6,138050,44,40,31,12,33,56,292.1,22,48,30,28.3,113,17,2,-2,-6,0,19,40,13,0
2010,Robert Karlsson,16,71,71,71,70,283,-5,110050,22,27,31,16,34,52,285.1,37,46,47,27.5,110,7,0,-1,-4,0,13,51,8,0
2010,D.A. Points,16,70,72,70,71,283,-5,110050,12,27,19,16,38,30,288.4,29,48,30,27.8,111,11,-1,2,-6,0,18,44,7,0
2010,Ernie Els,18,68,74,69,73,284,-4,84733,2,27,16,18,40,20,286.6,30,55,1,30,120,57,0,3,-7,0,15,47,9,0
2010,Steve Stricker,18,72,72,68,72,284,-4,84733,44,49,19,18,40,20,285.5,35,54,2,29.5,118,49,0,1,-5,0,15,49,6,0
2010,Stewart Cink,18,77,68,66,73,284,-4,84733,132,59,16,18,36,37,284.9,38,51,9,29,116,36,1,4,-9,1,16,42,12,0
2010,Stephen Gallacher,18,71,69,72,72,284,-4,84733,22,15,19,18,31,64,303.9,7,40,69,26.8,107,1,0,2,-6,0,13,51,7,0
2010,Charl Schwartzel,18,73,69,72,70,284,-4,84733,62,27,41,18,33,56,283,47,45,54,28.3,113,17,4,-1,-7,1,17,41,11,0
2010,Nick Watney,18,69,68,66,81,284,-4,84733,6,2,1,18,29,66,296.1,14,47,40,27.8,111,11,0,4,-8,1,20,37,11,0
2010,Jim Furyk,24,70,68,70,77,285,-3,58600,12,3,7,24,40,20,268.4,70,54,2,29.8,119,51,-3,-4,4,0,19,38,14,0
2010,Simon Khan,24,69,70,71,75,285,-3,58600,6,5,14,24,39,25,278.1,57,50,16,30,120,57,-3,1,-1,1,14,44,13,0
2010,Carl Pettersson,24,71,70,71,73,285,-3,58600,22,21,19,24,38,30,282.5,48,45,54,28.3,113,17,2,0,-5,0,12,52,7,0
2010,J.B. Holmes,24,72,66,77,70,285,-3,58600,44,3,48,24,24,70,313.5,2,42,64,27,108,4,2,-1,-4,0,18,40,13,0
2010,Tiger Woods,28,71,70,72,73,286,-2,46700,22,21,31,28,21,71,293.3,19,42,64,27.5,110,7,0,-2,0,0,15,45,11,0
2010,Bo Van Pelt,28,73,67,72,74,286,-2,46700,62,15,19,28,35,49,292.5,21,48,30,28.3,113,17,2,2,-6,0,16,44,10,0
2010,Troy Matteson,28,72,72,70,72,286,-2,46700,44,49,41,28,37,34,284,42,49,24,29.3,117,44,1,0,-3,0,14,47,10,0
2010,Seung-yul Noh,28,68,71,72,75,286,-2,46700,2,5,16,28,33,56,295.8,16,47,40,28.8,115,31,1,2,-5,0,15,45,11,0
2010,David Horsey,28,72,71,69,74,286,-2,46700,44,40,19,28,39,25,281.3,51,47,40,28.3,113,17,0,-5,3,0,13,48,11,0
2010,David Toms,33,74,71,67,75,287,-1,37133,83,59,19,33,43,6,276.5,60,49,24,29.3,117,44,-4,5,-2,0,16,43,11,0
2010,Heath Slocum,33,73,72,68,74,287,-1,37133,62,59,31,33,43,6,283.3,46,46,47,29,116,36,-2,3,-2,0,15,44,12,0
2010,Ryan Palmer,33,71,68,75,73,287,-1,37133,22,5,41,33,34,52,300.1,10,51,9,29.8,119,51,3,1,-5,0,13,47,12,0
2010,Edoardo Molinari,33,71,72,70,74,287,-1,37133,22,40,31,33,43,6,282.4,49,47,40,28.8,115,31,-2,3,-2,0,15,45,10,0
2010,Gonzalo Fernandez-Castano,33,70,73,73,71,287,-1,37133,12,40,53,33,38,30,294.4,17,50,16,29,116,36,6,-4,-3,0,16,43,11,0
2010,Francesco Molinari,33,68,73,71,75,287,-1,37133,2,21,19,33,43,6,281.3,51,53,4,30.3,121,61,3,-1,-3,0,16,43,11,0
2010,Vijay Singh,39,73,66,73,76,288,0,25933,62,5,19,39,39,25,284.9,38,45,54,29.3,117,44,1,3,-4,1,15,41,13,0
2010,Justin Leonard,39,73,69,73,73,288,0,25933,62,27,48,39,40,20,272.4,66,50,16,30.3,121,61,0,3,-3,0,13,46,13,0
2010,Brian Davis,39,71,72,69,76,288,0,25933,22,40,19,39,42,11,285.9,32,42,64,28.3,113,17,1,3,-4,0,10,52,10,0
2010,Tim Clark,39,72,71,70,75,288,0,25933,44,40,31,39,44,5,271,67,47,40,29.8,119,51,3,1,-4,1,8,55,6,0
2010,Ben Crane,39,73,68,73,74,288,0,25933,62,21,41,39,49,1,279.4,55,50,16,29.3,117,44,3,2,-5,0,16,41,14,0
2010,K.J. Choi,39,74,69,71,74,288,0,25933,83,40,41,39,36,37,283.5,44,50,16,29.5,118,49,0,4,-4,0,13,49,7,0
2010,Adam Scott,39,72,73,71,72,288,0,25933,44,59,53,39,36,37,305.8,5,52,6,29.8,119,51,-3,6,-3,0,14,45,12,0
